,백예린,Alan Walker,Dua Lipa,릴러말즈,홍진영,모모랜드,박지훈,천단비,AURORA,Idina Menzel,NO:EL,Evan Rachel Wood,산들,Straight No Chaser,로시,pH-1,Jeremy Zucker,(여자)아이들,전상근,Colde,다이나믹 듀오,청하,김효은,마크툽,Kid Milli,김필,Disclosure,서인국,Kristen Bell,장덕철,권순일,펀치,Farruko,Will Smith,CHANGMO,이용신,브라운 아이드 소울,헤이즈,MC몽,백지영,윤딴딴,비와이,X1,디오,iKON,송민호,규현,화사,지아,박효신,거미,Lukas Graham,Pink Sweat$,Camila Cabello,Martin Garrix,Hash Swan,김나영,John Legend,한요한,Jonathan Groff,바이브,ITZY,김재환,적재,성시경,Jvcki Wai,멜로망스,AB6IX,Social House,Ruel,Young B,MINO,Sabrina Carpenter,Halsey,다비치,로코베리,Selena Gomez,김길중,숀,정준일,Marshmello,SUGA,정효빈,Ariana Grande,루피,방탄소년단,FANXY CHILD,전소미,Troye Sivan,AOA,Coldplay,핑클,Josh Gad,Jonas Brothers,카더가든,우주소녀,WOOGIE,김승민,갓츄,볼빨간사춘기,아이유,The Chainsmokers,치타,Post Malone,한동근,이해리,팔로알토,장범준,빅스,태연,장혜진,샘김,창모,BLACKPINK,앤씨아,오반,양다일,마마무,닐로,브라운 아이드 걸스,소유,보아,지코,길구봉구,우디,이진혁,황치열,어쿠스틱 콜라보,김범수,임창정,잔나비,WH3N,오마이걸,은지원,허각,EK,보이비,Aurora,스텔라장,넬,비투비,기리보이,벤,먼데이 키즈,슈퍼주니어,Taylor Swift,산다라박,ASH ISLAND,첸,윤건,Sia,The Quiett,김동률,Michael Buble,매드 클라운,피아노맨,PRODUCE X 101,백호,Crush,세정,여동생,Juice WRLD,로꼬,박다혜,어반 자카파,P.O,권진아,저스디스,윤종신,염따,스윙스,윤하,자이언티,정인,엔플라잉,CL,Ed Sheeran,박봄,쿠기,맴맴,케이윌,백현,SG워너비,김동준,태용,Sik-K,GRAY,블랙넛,DAY6,이수,Mariah Carey,빈지노,Zara Larsson,BIG Naughty,에일리,비,VICTON,빈첸,뉴이스트,WINNER,HYNN,IZ*ONE,영비,10cm,강현준,여은,이석훈,최자,송하예,폴킴,황인욱,스탠딩 에그,박혜나,Naomi Scott,박진영,Adam Levine,Zedd,임한별,크레파스,그루비룸,이소라,레드벨벳,Justin Bieber,그리즐리,개코,케이시,NCT DREAM,에피톤 프로젝트,Charlie Puth,Imagine Dragons,플라이 투 더 스카이,윤비,정승환,제니,린,선미,Lauv,신예영,윤미래,Khalid,휘인,유노윤호,가비엔제이,Mike Perry,YUNHWAY,헨리,V.O.S,반하나,GOT7,Anne-Marie,TWICE,EXO,Charli XCX,Adele,세븐틴,이하이,임재현,펀치넬로,JINU,에픽하이,Alessia Cara,악동뮤지션,박재정,ZENE THE ZILLA,도넛맨,Maroon 5,Bryn,윤민수,Billie Eilish,유산슬,노을,임현식,Arizona Zervas,Sam Smith,이우,Kiana Lede,짱유,문성욱,FTISLAND,김민석,지구인,존박,김호진,육성재,엠씨더맥스,하은,Woodie Gochild,사이먼 도미닉,현아,박경,히키,딥플로우,크러쉬,EXO-CBX,Shawn Mendes,서동현,CHEEZE,여자친구,Mena Massoud,이영지,박재범,송가인,하성운,빈센트블루,최엘비,윤훼이,김하온,세훈,찬열,공기남,투모로우바이투게더,송이한,옹성우,사이먼도미닉,Leellamarz,The Quiett,Stevie Wonder,Andra Day,마미손,Osshun Gum,애즈원,원슈타인,Post Malone,Swae Lee,에이치코드,보라미유,픽보이,우원재,강다니엘,하은요셉,Chillin Homie,TAKUWA
2019.9.8,10,100,25,100,67,21,79,0,50,0,0,0,54,0,14,67,49,77,23,32,0,40,52,79,48,50,83,22,28,0,0,50,0,43,0,3,14,71,17,48,57,52,37,60,9,18,35,4,77,23,100,0,48,35,0,0,26,46,40,0,21,20,24,88,54,0,43,35,32,0,0,0,100,55,85,0,0,34,77,3,46,34,36,43,100,55,65,19,44,100,24,85,73,15,30,47,0,84,0,55,68,50,70,86,39,78,54,24,82,73,19,56,26,62,38,7,18,62,17,12,79,93,44,0,73,30,10,56,31,89,33,0,63,44,47,72,0,50,22,34,65,74,49,24,13,55,10,36,2,22,66,62,64,37,27,0,4,69,81,28,77,2,39,53,23,0,14,47,100,13,61,28,58,48,71,66,31,100,76,100,46,48,18,11,30,0,65,43,15,68,31,43,32,0,52,87,35,12,43,75,22,66,100,50,0,5,35,3,13,100,17,0,22,35,18,62,50,31,60,67,63,34,33,0,44,57,34,0,61,16,0,100,51,41,100,48,33,0,18,100,91,28,0,0,100,100,0,70,67,0,71,30,27,27,74,32,19,27,100,0,0,35,33,0,100,26,100,35,38,0,65,36,0,64,63,0,84,0,51,56,0,25,29,22,15,46,0,84,11,2,99,16,68,0,46,70,0,35,0,16,16,82,90,0,34,100,52,21,29,0,32,0,49,18,96,49,0,0,17,0,9,0,100,55,60,0,52,60,9,0,72,62
2019.9.15,13,85,9,34,48,14,67,0,46,12,0,0,33,0,19,63,91,69,0,29,35,30,19,100,0,64,57,52,26,30,0,78,0,35,0,6,62,66,13,24,36,58,41,69,33,33,59,4,59,33,56,0,0,21,0,100,24,28,61,0,36,14,36,86,45,0,39,24,0,56,0,0,46,51,49,0,46,31,65,5,21,39,99,34,64,57,0,11,0,71,44,30,0,0,41,34,0,31,0,64,54,0,39,78,36,56,16,39,92,56,6,52,16,52,35,18,11,30,19,6,88,85,37,62,39,25,49,35,45,90,34,0,72,28,58,100,34,46,100,40,64,68,60,52,17,54,37,0,1,0,23,0,51,85,12,0,4,64,56,35,73,2,18,50,42,0,50,22,43,17,56,26,27,69,13,80,65,70,42,0,16,40,32,0,100,46,80,31,56,90,38,45,0,0,22,92,33,15,46,78,0,0,50,100,0,0,13,3,4,59,28,0,0,14,7,0,23,0,0,0,51,28,27,20,27,57,16,0,67,30,0,29,28,36,13,26,20,0,42,20,47,21,27,47,47,41,0,0,51,97,56,26,100,43,94,6,23,25,0,31,0,24,30,0,0,41,47,38,36,6,81,76,0,40,100,49,100,0,47,34,32,92,40,37,19,42,0,52,100,2,46,30,99,0,39,69,0,46,0,15,16,69,46,0,31,33,54,30,26,0,15,0,36,17,88,45,68,89,10,0,0,0,89,50,55,0,0,28,11,0,33,100
2019.9.22,11,63,28,35,44,23,100,0,64,12,33,0,17,0,25,62,0,28,21,0,0,33,47,99,0,58,58,41,0,15,0,71,0,23,0,6,50,65,8,23,35,42,28,61,0,16,29,7,56,43,56,20,0,32,15,0,38,28,42,0,26,9,51,70,75,0,29,56,0,28,0,19,0,13,59,0,37,0,41,5,14,39,100,43,82,57,0,16,0,48,38,75,0,14,41,43,0,15,0,45,54,45,54,50,71,79,91,50,68,45,12,51,19,36,70,9,11,43,23,17,68,96,31,31,49,7,0,0,85,52,19,0,71,55,72,83,100,64,81,47,48,80,100,22,18,39,37,33,1,0,46,0,44,100,49,0,4,63,77,39,51,0,90,97,41,0,62,98,40,30,39,37,9,78,26,67,24,46,84,0,100,28,33,3,36,46,86,9,14,58,28,36,0,52,28,85,33,6,27,57,20,0,36,82,0,0,13,2,10,60,6,0,0,19,8,28,69,28,41,61,36,28,26,61,40,57,26,49,45,15,0,7,33,36,6,31,30,0,58,20,26,10,27,0,0,22,0,64,10,47,71,25,25,91,64,21,81,100,0,73,0,78,45,0,31,73,46,48,26,6,72,59,0,59,42,49,30,0,0,48,64,34,53,23,14,37,0,39,32,0,23,15,75,0,56,54,0,28,19,0,27,69,46,96,0,25,48,40,38,0,15,44,14,34,0,0,34,0,10,97,8,0,65,0,0,0,0,11,12,0,100,100
2019.9.29,12,85,28,12,40,31,98,0,23,0,67,0,42,0,26,62,0,46,42,0,9,35,19,45,44,55,58,82,0,0,0,50,0,56,38,31,100,54,6,100,44,27,39,99,33,33,55,6,79,31,63,100,0,22,30,34,31,43,49,0,33,7,88,81,71,100,20,16,0,28,47,78,0,63,35,56,9,0,42,5,42,16,0,65,87,54,61,20,20,31,33,39,0,14,28,28,0,0,0,38,52,46,35,36,24,0,100,43,72,52,18,0,27,16,71,9,43,65,30,20,57,97,62,32,57,23,10,69,63,40,25,0,100,37,36,78,0,23,30,52,64,34,65,59,22,33,28,67,2,20,38,0,67,34,49,100,9,60,59,33,68,2,36,0,42,0,38,66,34,100,38,25,36,49,26,58,69,41,42,0,21,46,49,21,56,0,55,26,100,60,19,48,19,0,52,90,0,14,34,65,0,0,31,83,0,0,59,5,9,77,12,0,0,5,7,29,70,28,83,0,22,26,53,21,33,61,21,99,34,23,0,4,57,43,5,25,30,0,33,41,73,21,27,0,0,31,0,48,31,0,62,33,0,49,66,33,99,38,0,21,0,71,76,0,0,40,46,22,33,8,100,76,0,69,53,0,18,0,47,24,33,69,0,28,19,71,0,52,17,4,69,15,88,0,42,84,0,30,38,15,13,61,75,0,31,6,48,20,30,0,15,45,33,34,89,45,34,0,16,0,9,0,76,0,0,21,48,28,13,0,34,50
2019.10.6,13,28,9,23,38,34,53,0,64,0,100,53,100,0,13,31,46,20,42,0,9,35,38,82,44,31,19,72,26,45,0,57,0,57,38,13,69,59,5,75,53,35,22,67,17,11,33,3,67,29,53,40,0,27,15,0,19,57,0,42,34,5,44,71,50,100,49,73,30,37,47,98,0,13,79,0,38,0,24,8,63,47,0,22,64,55,30,27,41,40,39,28,0,14,55,34,96,15,0,33,66,46,45,36,72,32,17,32,61,55,12,26,11,26,0,7,33,41,23,14,96,47,51,32,55,15,38,34,57,33,25,0,69,59,65,72,67,64,10,49,40,74,50,30,36,33,9,34,2,21,46,0,74,0,49,0,4,52,74,63,40,2,73,0,63,0,63,99,25,68,29,22,9,49,26,64,57,46,56,0,21,52,0,10,56,0,62,31,28,52,10,33,20,0,42,92,33,15,47,70,20,0,28,37,0,1,13,3,19,65,12,39,0,9,11,0,46,43,83,31,44,23,30,82,27,70,52,50,79,45,0,7,67,28,4,29,30,0,17,51,52,47,40,0,0,60,0,98,41,0,56,38,0,31,54,6,41,6,0,10,0,61,46,0,0,57,46,16,26,6,71,67,0,60,68,0,0,100,47,28,0,58,27,26,23,56,0,0,12,4,80,15,54,0,39,94,0,31,0,30,20,59,52,0,0,20,55,30,42,0,37,45,27,51,0,0,86,0,26,98,0,0,35,51,0,0,48,28,7,0,0,65
2019.10.13,9,77,9,23,28,22,33,0,57,0,33,0,57,0,13,0,0,59,41,29,0,34,19,81,43,76,0,41,26,29,95,41,0,44,0,9,56,98,2,52,35,40,33,63,0,11,52,3,73,31,43,0,0,11,29,0,19,56,18,62,30,14,57,40,35,0,19,96,0,19,0,19,0,50,49,55,19,32,23,8,42,16,66,43,85,48,30,16,0,40,0,22,0,0,54,30,0,15,0,20,77,0,29,50,0,63,33,45,69,55,11,77,26,46,0,13,22,41,23,6,76,37,42,0,44,10,0,0,89,50,21,0,45,46,50,28,66,57,10,36,83,45,50,29,100,30,9,66,2,0,83,56,51,33,25,49,7,66,63,50,39,3,27,0,21,66,12,54,11,19,36,18,9,34,77,51,48,36,35,45,47,51,81,17,24,0,77,17,14,77,28,51,39,0,38,92,33,5,66,73,0,0,23,36,0,0,64,100,33,47,6,0,41,9,9,28,69,56,95,30,72,24,60,40,40,100,26,0,44,60,0,4,38,24,5,26,65,0,58,20,52,5,27,0,0,71,0,0,31,0,77,33,25,36,42,12,23,12,30,31,0,40,61,0,0,81,46,16,28,4,72,92,0,39,84,48,0,0,0,24,32,69,0,6,14,32,0,26,9,4,23,0,53,0,63,59,48,31,0,44,18,68,69,95,0,11,42,27,41,0,44,0,24,17,0,44,0,88,16,0,8,0,68,0,0,0,47,28,9,0,33,21
2019.10.20,9,77,18,11,44,31,53,0,81,0,0,0,41,0,44,31,45,54,21,59,17,29,28,54,0,39,38,82,0,15,0,69,0,22,37,7,37,100,47,45,18,36,24,59,8,22,42,6,61,26,53,20,44,16,15,0,34,28,36,41,27,10,22,55,40,0,20,80,29,0,0,77,46,25,59,0,65,31,53,5,28,23,0,49,73,58,0,27,0,31,66,8,66,0,82,37,0,0,0,28,55,0,39,36,47,55,8,91,53,45,0,26,34,42,0,4,11,51,8,25,80,34,44,0,44,10,38,34,39,33,22,0,62,34,100,71,33,81,10,48,56,51,46,37,83,36,19,66,1,0,30,57,66,0,49,0,7,54,99,58,58,2,27,48,52,0,37,11,19,50,25,27,36,73,65,67,64,37,35,0,42,58,0,21,40,0,92,26,56,91,19,39,19,0,38,89,33,6,86,69,0,30,9,27,0,2,26,8,14,52,12,0,0,9,8,0,35,42,55,0,36,26,53,0,33,30,41,49,100,75,0,4,33,32,4,31,60,0,17,41,88,15,0,0,46,58,0,0,62,0,71,20,0,30,52,18,81,6,0,42,0,29,91,0,61,16,91,27,33,8,87,100,0,29,42,49,0,0,0,14,64,57,27,34,37,51,96,90,9,5,45,15,87,0,39,10,32,33,0,15,12,60,51,0,31,20,30,35,23,0,59,89,31,17,89,45,51,0,10,0,17,51,38,0,0,21,48,17,11,0,0,21
2019.10.27,9,78,28,0,50,17,45,0,46,0,0,0,33,0,25,31,0,49,42,0,35,30,19,64,0,62,77,62,26,15,0,60,0,45,0,10,38,52,100,38,27,35,19,100,8,44,85,5,67,31,50,20,0,32,15,0,56,29,18,42,26,3,58,35,55,50,20,16,0,0,0,78,46,26,79,0,19,0,41,18,14,31,0,34,64,55,30,17,20,34,66,8,0,14,82,22,48,0,0,20,73,69,25,50,96,32,17,32,68,100,0,26,19,47,0,9,22,47,15,100,88,29,41,31,44,17,29,0,23,33,35,0,67,65,94,72,34,46,20,48,16,40,53,59,45,64,38,85,2,41,61,0,74,34,80,0,0,43,75,44,58,2,0,49,0,0,13,22,28,26,27,16,18,84,13,74,49,39,28,0,27,56,49,38,40,48,64,17,0,69,9,43,0,0,44,97,0,8,100,86,20,31,6,46,0,0,59,3,23,56,9,0,0,9,8,0,35,0,69,92,44,27,42,20,54,40,37,74,56,75,100,11,52,40,3,23,20,0,50,20,100,21,27,0,0,88,0,32,31,47,78,43,25,37,49,15,35,13,0,42,0,29,0,0,0,41,69,16,46,8,58,59,0,60,79,49,24,50,0,20,0,94,27,17,23,42,0,52,13,2,80,30,62,0,28,20,32,35,38,44,11,63,47,96,63,11,24,40,31,0,37,89,22,34,0,45,51,89,37,0,17,51,34,0,0,0,48,39,7,0,0,14
2019.11.3,5,84,64,57,35,17,58,0,34,0,0,0,49,0,6,46,0,73,41,0,17,32,38,36,0,27,38,40,51,29,0,53,0,11,0,9,37,41,34,31,35,23,24,88,57,32,38,2,77,33,43,0,43,26,29,0,29,0,18,62,31,13,50,54,74,0,48,71,0,64,0,96,0,37,48,54,46,94,35,5,55,46,0,42,63,51,0,12,100,32,32,8,0,0,54,24,0,0,0,14,87,45,39,35,35,62,33,25,72,77,0,26,21,31,69,0,21,32,15,36,47,29,29,31,51,32,19,34,50,61,23,0,74,49,28,49,0,34,20,33,67,39,46,22,30,53,18,33,1,0,45,0,44,0,61,49,7,48,69,49,57,0,36,0,41,66,12,32,23,31,25,17,18,58,64,72,47,22,28,0,31,37,81,24,39,46,87,26,70,64,9,56,0,0,26,97,32,8,85,64,39,0,14,54,47,1,13,3,16,65,30,0,0,18,13,28,45,56,95,0,36,32,45,61,20,34,31,49,44,44,0,5,33,35,4,20,30,0,66,0,41,20,26,0,45,100,0,64,91,0,59,47,50,24,49,12,51,25,30,51,0,24,30,0,30,96,0,16,23,15,67,17,0,39,72,48,0,0,0,40,0,45,39,17,32,28,0,25,34,11,22,29,41,0,24,24,32,33,0,29,19,84,69,0,0,14,60,54,30,0,29,88,26,17,0,45,34,0,36,0,13,0,27,100,0,0,47,5,8,0,0,28
2019.11.10,11,48,45,34,49,33,35,0,79,12,97,51,49,0,12,30,44,58,41,0,17,24,37,35,43,42,94,100,38,44,0,69,0,22,37,6,0,55,26,23,43,26,24,61,24,48,25,11,62,23,40,19,0,10,14,0,68,28,0,0,39,7,64,59,34,97,67,71,0,18,0,19,0,25,43,0,37,31,64,10,55,23,0,39,87,50,29,18,59,34,54,8,0,14,54,27,0,30,0,18,69,0,48,14,23,31,16,31,71,64,11,51,16,36,0,4,16,100,30,19,71,30,42,31,68,12,28,100,33,46,23,0,38,30,28,32,49,79,20,35,66,56,38,72,27,44,46,65,1,20,59,0,58,33,72,0,4,41,58,47,54,2,18,0,40,65,49,32,17,24,28,18,35,67,13,72,43,20,48,0,52,50,16,64,8,0,84,21,55,59,9,44,19,0,25,100,64,7,52,60,0,30,12,63,0,0,76,5,23,47,18,0,0,5,17,28,56,28,27,60,100,25,44,100,46,26,25,48,22,29,0,0,28,28,3,25,39,0,49,60,87,15,39,0,0,67,0,0,20,46,62,35,0,66,48,17,57,18,30,10,31,20,45,0,0,39,0,42,28,13,83,90,0,48,51,0,0,0,46,23,32,34,39,19,18,46,0,50,42,7,22,15,53,0,34,24,0,32,0,14,12,95,67,93,30,5,47,24,52,0,100,43,14,16,0,0,33,0,25,0,0,99,53,73,54,0,0,5,11,0,32,21
2019.11.17,6,76,27,0,42,52,57,0,67,30,0,51,48,0,43,60,44,69,40,0,42,18,37,62,43,21,56,60,38,0,0,57,0,44,55,6,24,59,12,32,0,28,27,63,24,42,28,6,55,28,39,19,0,31,0,0,49,83,47,82,39,6,42,79,44,48,38,39,0,36,0,38,0,49,48,0,100,61,23,15,14,30,0,48,64,45,0,24,59,48,86,8,0,27,13,42,92,30,0,11,94,0,38,28,23,46,32,30,64,53,17,25,8,51,0,7,21,90,29,19,85,29,36,0,48,10,47,33,49,20,27,0,58,57,98,75,33,67,29,26,31,55,43,36,14,53,9,33,1,100,44,55,50,0,60,48,7,71,61,36,46,2,18,94,61,64,48,11,38,24,23,15,60,43,25,59,55,12,34,0,26,58,48,100,27,0,86,17,69,77,28,38,0,0,41,86,0,6,77,64,78,0,8,18,0,3,25,1,16,32,18,0,20,9,18,0,0,56,40,89,99,20,30,40,26,30,10,0,33,22,0,5,37,28,4,20,29,74,49,20,76,30,0,45,0,45,0,32,100,0,79,38,73,48,44,11,23,0,0,10,0,31,30,0,30,24,0,26,32,77,83,65,0,38,41,0,6,48,0,13,31,67,26,11,49,32,0,75,15,5,100,14,44,0,14,34,0,32,18,14,15,68,59,0,0,5,29,32,41,0,29,87,21,0,0,44,0,0,87,0,17,100,30,49,0,0,0,16,9,0,0,0
2019.11.24,8,54,57,22,37,100,51,0,89,100,95,100,63,100,42,30,44,46,100,0,100,25,18,35,42,20,55,29,87,100,0,40,0,27,54,8,18,58,14,30,0,16,21,78,31,21,50,5,59,43,28,19,42,26,14,0,69,68,29,100,100,13,76,48,62,47,47,100,28,35,0,19,0,24,42,0,90,61,51,2,40,30,0,44,77,44,0,11,19,76,100,5,0,13,52,47,46,15,0,19,100,44,76,82,23,30,24,31,83,75,22,62,28,35,0,6,10,49,54,11,68,29,25,30,59,14,27,33,22,23,27,0,33,62,34,48,32,89,10,32,92,33,44,49,25,63,9,32,1,0,29,0,71,48,100,24,0,37,64,56,66,2,26,0,20,0,36,31,29,10,36,19,17,66,0,64,46,11,27,44,10,34,31,49,34,0,74,8,68,64,45,35,0,50,39,77,31,4,38,71,19,0,12,79,46,1,74,5,100,55,100,0,40,9,34,0,67,81,53,0,56,31,33,20,58,25,20,0,32,22,0,0,18,25,13,16,34,0,32,10,75,10,38,44,0,29,100,31,30,45,49,46,0,41,45,17,100,0,0,40,0,23,44,0,30,46,44,88,17,68,93,56,60,19,40,0,11,0,0,78,62,55,26,14,27,89,0,50,18,100,33,29,64,0,34,14,0,27,0,0,14,55,75,0,0,8,23,47,33,0,35,43,36,16,0,43,65,0,100,0,8,49,26,0,0,100,0,5,8,0,32,14
2019.12.1,15,54,53,11,35,44,91,0,62,53,96,50,16,0,12,30,87,47,40,0,42,24,28,44,85,38,0,40,100,29,0,54,93,11,37,84,36,83,18,31,17,24,25,75,0,63,28,6,73,41,41,0,42,5,21,0,100,54,41,81,62,9,91,58,78,0,29,39,28,53,0,56,0,97,33,0,18,31,40,8,54,30,0,50,86,62,0,13,39,38,58,19,64,0,53,45,0,0,0,18,71,44,100,62,23,53,8,34,76,48,11,100,64,50,34,15,100,62,33,8,79,29,25,0,47,10,28,33,44,30,8,0,44,68,76,37,0,62,19,32,69,99,43,35,21,46,0,32,1,39,51,0,50,97,53,48,0,46,75,44,54,2,26,0,100,0,12,21,29,30,21,13,26,47,38,80,27,21,20,0,15,43,63,63,12,45,100,8,27,80,64,44,0,0,46,73,0,13,45,79,19,0,6,44,0,2,31,3,25,48,21,0,100,0,100,0,0,27,40,0,56,22,47,0,51,38,30,47,75,29,0,3,100,27,5,21,34,73,64,0,50,10,26,45,0,47,0,78,70,0,69,60,24,71,48,14,78,0,0,61,31,23,73,0,0,47,0,42,36,54,76,49,82,76,66,47,6,0,0,16,62,100,0,14,40,45,0,87,13,23,77,14,72,0,34,19,31,35,73,14,20,53,76,0,0,5,17,29,80,0,64,86,27,16,0,43,49,0,30,0,8,0,59,0,53,40,46,27,27,94,32,28
2019.12.8,100,27,35,0,33,48,55,0,77,58,31,49,39,0,0,88,43,32,0,28,25,19,72,0,0,32,18,59,97,28,91,38,91,37,35,100,12,84,9,26,17,16,14,63,8,47,52,3,63,56,21,19,42,30,14,32,41,80,17,78,38,9,89,71,100,47,19,30,28,61,0,37,0,35,61,0,27,60,6,5,26,29,0,55,65,64,0,35,58,40,47,8,94,27,0,61,0,15,0,13,72,86,56,41,68,37,16,30,61,38,6,0,63,30,33,8,41,81,18,8,90,24,32,30,46,12,27,32,70,39,29,0,61,23,47,63,63,77,38,28,53,81,48,55,28,28,18,0,2,0,58,54,63,48,35,24,5,43,80,49,63,100,17,0,0,0,12,41,20,20,20,28,25,42,37,88,38,16,46,0,25,45,47,33,26,0,85,91,40,88,63,28,37,50,38,74,0,13,38,92,19,0,7,43,45,0,86,2,10,36,14,37,79,9,29,81,65,53,13,0,42,27,79,0,57,16,30,70,42,42,0,3,67,30,4,14,38,0,24,0,69,15,25,0,0,50,0,61,49,0,60,45,0,40,60,6,60,0,29,0,31,32,29,0,0,76,0,20,47,62,78,71,60,19,64,47,0,0,0,16,0,76,0,19,22,44,0,61,8,7,97,14,79,0,27,28,0,31,0,0,12,48,31,0,30,16,51,79,39,0,42,42,22,0,0,42,81,0,30,0,100,0,39,48,0,0,0,37,11,0,0,27
2019.12.15,58,64,29,21,40,31,51,0,100,17,30,48,23,0,29,28,41,60,19,0,0,23,35,33,40,11,17,84,24,41,0,47,87,26,35,58,17,62,9,27,24,21,16,66,7,35,32,4,65,30,27,18,0,73,0,0,35,39,33,95,29,7,46,55,91,0,89,37,53,42,43,35,42,58,76,100,17,58,48,5,25,57,0,39,69,54,27,39,0,36,55,13,61,25,25,33,0,14,0,20,59,42,58,33,65,29,30,19,85,58,0,24,72,33,0,6,10,62,21,10,87,29,42,0,45,11,9,0,31,47,24,0,37,25,33,65,30,100,27,53,58,57,42,27,22,57,9,91,1,0,34,52,47,61,34,22,3,47,91,41,61,11,33,0,28,60,23,40,21,49,33,24,24,67,71,96,29,12,25,0,53,45,44,47,18,0,78,12,13,81,69,44,18,0,58,76,30,11,24,89,18,0,11,33,43,2,65,3,12,36,14,0,19,8,28,0,0,64,25,84,99,32,21,56,61,20,19,0,61,41,0,3,86,30,4,100,18,68,30,0,43,56,24,0,0,47,0,59,56,0,40,45,23,56,36,16,32,0,0,28,58,26,41,0,28,74,0,20,42,49,62,15,0,36,33,0,0,0,43,65,0,21,24,18,29,34,0,23,9,6,31,41,41,0,29,27,29,47,17,40,10,43,46,0,0,5,38,54,72,0,33,40,15,15,0,41,31,80,42,0,57,46,49,0,100,0,0,35,10,0,0,13
2019.12.22,28,75,13,0,57,46,51,0,89,24,32,0,48,100,24,0,44,47,20,57,33,48,18,44,42,29,74,69,50,14,0,60,0,16,73,22,12,56,16,35,34,28,12,86,24,52,100,4,78,41,45,0,0,41,14,32,23,96,12,60,48,13,97,24,72,0,38,39,0,45,0,37,0,85,66,0,18,92,28,10,34,30,0,56,84,69,0,29,19,70,21,5,63,27,26,59,0,0,0,16,73,0,47,48,46,38,40,19,73,46,22,25,74,85,0,13,16,63,11,19,62,32,40,60,57,7,37,33,38,33,34,0,41,53,62,32,32,89,29,100,58,44,47,43,18,52,18,64,1,0,73,0,28,97,12,0,4,49,64,29,78,8,61,47,30,0,12,21,15,40,41,34,34,80,100,46,43,23,74,0,61,56,94,20,15,0,100,25,14,66,100,55,0,100,46,79,32,9,51,55,0,0,12,79,0,1,100,2,11,33,6,0,0,9,25,82,33,27,13,0,98,100,55,20,26,42,40,0,54,14,0,3,36,31,4,53,14,0,96,10,60,10,0,0,0,66,0,63,39,0,79,46,0,29,51,11,39,0,0,30,0,15,29,0,30,39,44,31,37,79,59,57,61,38,66,0,11,48,0,49,0,90,51,27,36,31,0,50,8,5,66,100,52,0,27,28,0,42,0,57,12,74,49,0,0,13,35,43,69,0,42,43,23,32,85,0,65,0,20,0,32,0,29,97,0,20,91,21,7,0,64,14
