,백예린,Alan Walker,Dua Lipa,릴러말즈,홍진영,모모랜드,박지훈,천단비,AURORA,Idina Menzel,NO:EL,Evan Rachel Wood,산들,Straight No Chaser,로시,pH-1,Jeremy Zucker,(여자)아이들,전상근,Colde,다이나믹 듀오,청하,김효은,마크툽,Kid Milli,김필,Disclosure,서인국,Kristen Bell,장덕철,권순일,펀치,Farruko,Will Smith,CHANGMO,이용신,브라운 아이드 소울,헤이즈,MC몽,백지영,윤딴딴,비와이,X1,디오,iKON,송민호,규현,화사,지아,박효신,거미,Lukas Graham,Pink Sweat$,Camila Cabello,Martin Garrix,Hash Swan,김나영,John Legend,한요한,Jonathan Groff,바이브,ITZY,김재환,적재,성시경,Jvcki Wai,멜로망스,AB6IX,Social House,Ruel,Young B,MINO,Sabrina Carpenter,Halsey,다비치,로코베리,Selena Gomez,김길중,숀,정준일,Marshmello,SUGA,정효빈,Ariana Grande,루피,방탄소년단,FANXY CHILD,전소미,Troye Sivan,AOA,Coldplay,핑클,Josh Gad,Jonas Brothers,카더가든,우주소녀,WOOGIE,김승민,갓츄,볼빨간사춘기,아이유,The Chainsmokers,치타,Post Malone,한동근,이해리,팔로알토,장범준,빅스,태연,장혜진,샘김,창모,BLACKPINK,앤씨아,오반,양다일,마마무,닐로,브라운 아이드 걸스,소유,보아,지코,길구봉구,우디,이진혁,황치열,어쿠스틱 콜라보,김범수,임창정,잔나비,WH3N,오마이걸,은지원,허각,EK,보이비,Aurora,스텔라장,넬,비투비,기리보이,벤,먼데이 키즈,슈퍼주니어,Taylor Swift,산다라박,ASH ISLAND,첸,윤건,Sia,The Quiett,김동률,Michael Buble,매드 클라운,피아노맨,PRODUCE X 101,백호,Crush,세정,여동생,Juice WRLD,로꼬,박다혜,어반 자카파,P.O,권진아,저스디스,윤종신,염따,스윙스,윤하,자이언티,정인,엔플라잉,CL,Ed Sheeran,박봄,쿠기,맴맴,케이윌,백현,SG워너비,김동준,태용,Sik-K,GRAY,블랙넛,DAY6,이수,Mariah Carey,빈지노,Zara Larsson,BIG Naughty,에일리,비,VICTON,빈첸,뉴이스트,WINNER,HYNN,IZ*ONE,영비,10cm,강현준,여은,이석훈,최자,송하예,폴킴,황인욱,스탠딩 에그,박혜나,Naomi Scott,박진영,Adam Levine,Zedd,임한별,크레파스,그루비룸,이소라,레드벨벳,Justin Bieber,그리즐리,개코,케이시,NCT DREAM,에피톤 프로젝트,Charlie Puth,Imagine Dragons,플라이 투 더 스카이,윤비,정승환,제니,린,선미,Lauv,신예영,윤미래,Khalid,휘인,유노윤호,가비엔제이,Mike Perry,YUNHWAY,헨리,V.O.S,반하나,GOT7,Anne-Marie,TWICE,EXO,Charli XCX,Adele,세븐틴,이하이,임재현,펀치넬로,JINU,에픽하이,Alessia Cara,악동뮤지션,박재정,ZENE THE ZILLA,도넛맨,Maroon 5,Bryn,윤민수,Billie Eilish,유산슬,노을,임현식,Arizona Zervas,Sam Smith,이우,Kiana Lede,짱유,문성욱,FTISLAND,김민석,지구인,존박,김호진,육성재,엠씨더맥스,하은,Woodie Gochild,사이먼 도미닉,현아,박경,히키,딥플로우,크러쉬,EXO-CBX,Shawn Mendes,서동현,CHEEZE,여자친구,Mena Massoud,이영지,박재범,송가인,하성운,빈센트블루,최엘비,윤훼이,김하온,세훈,찬열,공기남,투모로우바이투게더,송이한,옹성우,사이먼도미닉,Leellamarz,The Quiett,Stevie Wonder,Andra Day,마미손,Osshun Gum,애즈원,원슈타인,Post Malone,Swae Lee,에이치코드,보라미유,픽보이,우원재,강다니엘,하은요셉,Chillin Homie,TAKUWA
2019.12.29,21,20,40,11,92,81,72,0,89,23,64,50,40,100,12,0,0,62,40,0,33,36,45,52,0,35,55,78,25,14,0,43,0,32,72,11,12,65,16,35,34,13,21,96,16,52,49,7,75,21,57,57,0,20,42,0,28,54,29,40,46,7,83,29,43,47,38,46,0,53,0,0,0,24,71,0,81,60,68,12,27,15,0,38,54,66,0,33,19,58,42,11,63,13,26,44,46,0,0,20,79,87,28,83,68,30,32,35,77,39,17,50,81,35,100,11,16,59,40,16,71,31,43,30,37,14,36,0,70,30,27,0,64,38,48,42,32,89,39,43,49,44,56,28,31,43,27,32,1,0,22,0,35,64,23,0,3,75,60,29,72,3,34,46,20,0,24,52,27,23,45,26,17,33,63,49,46,18,66,44,55,60,16,86,23,0,94,50,54,57,36,46,18,0,29,75,31,9,32,82,0,0,7,53,0,2,31,4,14,45,18,37,40,0,25,0,22,0,26,29,42,52,54,20,32,17,25,94,32,14,0,7,49,37,5,19,38,72,79,20,84,15,0,0,0,50,0,0,49,0,92,73,0,52,54,39,28,0,0,20,0,18,58,0,0,46,44,62,36,100,52,16,100,66,75,47,0,0,45,32,62,0,0,51,26,63,0,74,14,8,66,43,64,0,27,23,0,38,0,14,13,60,48,0,0,18,28,77,47,85,70,0,22,16,0,42,32,0,29,0,28,0,74,48,52,0,45,36,9,0,0,13
2020.1.5,29,56,24,30,42,96,39,0,61,27,29,0,36,0,11,27,60,23,37,26,8,35,33,80,0,38,50,27,46,78,84,58,0,35,100,8,11,37,10,21,16,17,26,79,14,43,40,10,69,29,60,17,38,23,13,0,25,25,32,0,67,5,44,44,48,0,26,43,0,81,41,17,0,22,47,48,57,0,21,16,25,55,29,43,58,73,0,37,18,41,19,5,58,25,12,46,0,13,0,32,70,40,26,63,42,28,43,13,71,48,5,0,100,41,0,10,10,84,100,10,74,25,37,27,82,0,17,0,35,30,18,0,30,43,25,39,29,61,79,51,32,30,44,19,27,50,8,74,2,54,33,100,65,59,16,43,5,45,62,32,62,7,48,43,27,0,22,29,20,34,27,100,23,52,11,51,50,57,18,41,37,75,43,66,21,0,89,23,50,46,8,32,43,0,43,76,72,16,47,54,35,0,7,88,0,2,29,2,86,41,24,0,0,4,20,0,41,25,72,27,6,51,100,18,53,35,18,43,59,40,0,3,37,50,4,22,40,66,37,45,28,36,35,41,0,92,0,28,36,0,49,33,0,54,55,10,97,5,27,9,28,21,54,0,0,21,0,100,37,39,69,29,74,35,37,0,5,0,41,30,28,20,23,22,24,20,0,46,11,13,30,39,55,0,22,13,28,31,0,26,15,44,20,0,0,7,37,72,87,0,13,39,27,15,0,60,45,0,37,0,15,0,36,45,0,18,0,29,9,0,0,0
2020.1.12,22,44,41,20,50,50,52,0,72,11,29,46,73,0,39,82,60,65,37,26,0,36,34,48,0,30,34,72,46,13,85,37,0,35,67,3,11,64,5,25,16,30,19,79,7,53,37,8,58,19,43,17,0,9,13,0,26,50,27,0,38,7,45,58,35,0,17,14,0,41,0,17,0,100,35,0,58,0,16,5,61,41,59,35,73,64,0,30,36,34,34,10,58,37,12,22,42,14,77,20,75,40,35,44,21,42,36,28,68,54,10,23,54,41,31,12,10,38,33,10,81,24,96,0,66,9,50,61,40,26,20,0,49,71,25,39,0,72,62,39,77,25,50,26,33,32,41,0,100,36,54,0,39,74,27,0,0,67,42,33,50,3,48,43,18,59,88,48,14,18,22,53,0,52,12,71,18,17,25,0,47,100,29,39,39,0,86,31,50,66,8,32,17,0,51,76,58,100,47,65,26,0,10,57,42,0,34,2,18,26,11,34,18,4,14,25,41,100,61,27,52,47,57,36,29,54,14,0,49,40,0,3,42,38,3,22,49,0,29,9,51,23,24,0,0,80,0,43,55,63,46,100,22,65,51,5,61,0,27,9,28,16,54,0,54,100,0,38,16,44,65,30,75,87,46,0,0,0,0,33,0,41,47,63,41,49,0,0,11,7,30,13,59,0,22,26,28,79,17,26,15,40,49,0,0,20,74,100,100,80,39,78,38,0,0,39,0,0,5,0,0,0,57,0,0,18,0,24,10,0,0,38
2020.1.19,22,61,35,33,70,51,61,0,55,12,31,0,87,0,0,44,43,54,40,0,0,31,18,60,42,35,73,59,49,14,0,41,0,43,72,3,0,58,11,29,34,25,18,80,23,57,46,5,77,45,34,0,42,15,28,32,46,27,17,60,37,9,82,48,48,0,19,15,56,26,0,55,0,96,51,52,53,45,28,15,13,81,0,47,87,65,0,36,39,28,37,16,0,13,0,38,0,15,0,15,71,0,23,48,23,53,16,20,72,55,28,37,60,40,0,26,31,51,11,11,80,23,100,30,44,2,100,0,43,20,25,100,71,53,41,32,0,55,48,51,64,27,48,14,21,34,18,64,11,39,22,0,42,32,12,24,4,40,74,47,58,7,26,46,0,0,24,21,29,26,17,38,25,42,25,49,38,18,40,0,50,69,31,23,34,0,63,17,27,47,9,20,19,50,45,70,0,7,44,78,0,0,12,43,0,0,31,1,14,36,9,56,20,4,17,0,44,27,91,0,35,46,54,39,32,46,30,47,74,14,0,10,36,32,4,23,24,72,72,0,65,15,25,44,0,55,0,0,29,45,45,37,0,52,64,14,28,6,0,30,0,14,43,0,0,31,0,15,53,48,63,40,40,47,35,47,6,47,45,29,31,33,0,22,40,44,0,49,8,2,33,14,43,0,20,19,31,51,0,14,10,45,35,0,0,16,40,73,69,0,28,0,20,0,0,0,33,0,0,0,8,0,43,48,0,0,0,5,5,0,32,27
2020.1.26,16,58,50,10,58,23,43,30,26,17,30,47,38,0,6,28,41,64,19,0,16,32,34,57,40,33,35,65,23,0,0,66,0,41,34,5,11,66,2,39,16,26,15,72,37,25,50,6,78,39,37,0,0,48,13,0,31,26,28,38,43,11,85,27,55,45,9,29,27,100,42,35,0,57,62,0,77,29,38,2,19,56,0,100,96,69,0,29,18,23,10,8,0,13,0,36,0,0,0,17,64,0,31,26,43,86,0,22,74,52,21,35,38,52,32,12,10,46,17,5,78,26,72,28,47,0,60,0,46,20,21,0,51,36,26,35,0,26,64,33,76,62,44,13,15,54,17,30,4,18,55,52,27,61,11,45,0,68,30,29,69,5,25,0,28,0,11,30,21,14,44,29,8,53,24,78,36,25,19,0,33,62,74,22,69,0,78,8,26,56,9,11,18,0,75,73,59,8,18,40,0,0,13,41,0,0,35,3,16,24,0,35,19,0,14,52,21,51,37,56,27,52,79,37,42,28,33,45,51,48,0,3,60,34,4,20,36,0,45,9,38,24,24,0,0,26,0,29,19,43,57,40,0,77,58,5,31,17,0,47,29,28,55,0,28,37,41,10,90,28,52,30,96,0,66,44,5,0,42,40,0,94,24,44,38,47,0,47,9,3,21,27,38,0,29,0,29,36,17,40,4,66,46,0,0,0,27,58,65,0,40,0,19,0,0,41,62,0,9,0,15,93,31,46,0,0,43,15,4,0,30,19
2020.2.2,18,50,61,10,47,20,59,0,76,11,0,93,80,0,0,27,40,50,18,0,23,23,17,32,39,27,17,36,23,0,0,50,0,40,67,9,16,62,6,26,23,24,13,59,72,38,23,5,82,36,37,17,38,33,0,30,30,0,54,37,34,16,64,53,18,0,17,28,0,49,0,17,0,56,86,0,25,28,16,2,12,41,0,51,75,58,0,18,18,30,39,7,0,0,0,38,0,14,78,10,69,0,39,19,32,84,22,24,65,42,10,23,56,37,0,24,14,57,7,5,94,27,77,0,39,7,51,0,35,28,33,0,42,46,63,54,0,76,35,32,46,60,40,26,15,61,25,0,2,54,47,51,19,30,33,0,3,37,82,48,55,0,32,43,0,58,22,19,17,17,36,19,23,56,46,48,21,20,18,0,56,59,14,30,25,0,84,27,12,57,25,53,0,47,69,76,29,8,59,54,0,0,15,24,84,0,34,3,8,35,5,0,0,8,13,100,0,0,48,0,19,37,97,0,100,27,32,44,69,46,0,3,25,25,5,22,53,100,88,36,23,18,23,0,41,35,0,43,54,0,52,23,0,32,76,13,20,5,0,37,0,18,27,0,0,36,0,19,54,51,51,15,56,26,51,0,5,0,41,30,0,81,0,40,20,53,0,34,8,2,40,0,62,0,9,17,28,42,17,26,9,38,69,0,0,7,37,30,46,0,71,39,23,15,0,0,60,0,5,0,7,0,30,44,0,0,0,43,5,0,0,19
2020.2.9,34,49,36,20,48,12,34,0,65,11,57,45,50,0,5,40,39,32,0,51,7,28,49,55,38,37,33,53,22,39,0,68,0,24,33,4,32,54,7,42,30,23,15,51,28,33,42,6,63,49,33,17,0,28,13,0,42,98,47,0,26,7,93,52,22,43,17,28,0,72,0,33,0,54,42,0,24,55,36,2,12,20,0,42,71,54,0,24,52,19,43,5,0,24,24,34,41,13,76,11,62,0,55,19,41,48,14,18,89,42,100,22,59,31,30,13,0,49,20,5,69,25,95,0,62,9,41,0,49,24,18,0,39,48,43,67,0,65,26,30,31,59,51,13,27,31,40,0,3,0,46,0,44,0,26,43,0,49,73,39,61,0,16,42,36,0,11,28,29,13,12,28,23,51,90,69,55,7,12,39,18,44,28,35,21,0,63,26,24,70,16,57,17,0,57,76,84,3,29,81,0,26,13,55,0,4,39,2,9,33,5,100,18,4,14,0,20,49,24,26,31,35,78,35,52,15,13,0,58,26,0,6,37,39,4,28,47,65,65,26,36,31,23,0,0,42,0,55,9,0,36,28,22,100,60,15,15,5,0,27,0,15,26,0,0,21,40,19,58,38,57,14,0,42,50,0,0,0,0,35,56,40,46,37,44,48,0,33,10,3,39,0,61,0,15,34,28,38,0,38,15,34,51,0,0,7,40,58,54,0,19,38,50,14,0,0,57,0,35,0,7,0,29,0,0,0,0,28,5,0,0,12
2020.2.16,20,64,27,9,57,32,39,0,52,10,0,0,74,85,0,26,56,47,17,0,0,30,31,45,0,35,63,25,21,12,0,68,0,23,31,4,10,54,9,15,0,16,14,82,20,45,27,5,67,25,36,0,0,13,0,0,24,46,15,0,42,8,41,41,41,81,8,13,0,68,0,0,0,31,44,45,23,0,53,6,17,13,0,45,66,73,0,21,0,19,27,2,55,11,11,38,0,0,0,12,68,74,56,29,78,39,7,15,70,41,24,43,48,38,29,18,18,45,19,9,79,25,73,0,51,16,55,42,14,27,22,0,35,48,24,23,0,52,8,39,56,47,49,18,22,57,8,28,4,51,50,0,30,28,10,41,0,50,73,43,69,3,45,40,26,0,10,36,23,14,19,29,0,48,53,100,36,17,34,0,35,48,94,20,33,0,60,29,35,87,31,22,16,0,42,74,0,4,33,47,16,100,10,67,39,68,21,4,6,30,0,0,0,11,16,23,0,46,34,25,24,39,100,17,33,18,17,0,28,37,0,3,27,41,3,27,45,62,96,25,26,21,44,38,0,35,0,53,25,79,52,19,0,50,78,12,10,5,0,0,26,17,25,0,0,47,0,27,35,24,44,14,69,57,43,0,0,0,0,34,53,47,22,23,27,34,0,32,11,4,28,12,51,0,17,8,27,32,16,60,16,32,38,0,0,5,40,49,53,0,49,0,29,27,0,0,28,0,26,0,7,0,31,41,0,0,0,27,5,0,0,35
2020.2.23,18,33,46,27,54,17,19,25,58,14,26,0,58,0,5,24,70,37,0,0,0,29,15,49,0,16,74,40,20,0,0,55,74,22,87,8,0,63,4,21,34,35,14,62,32,47,28,3,70,24,47,0,0,17,11,26,26,22,19,0,36,11,39,47,31,0,23,19,0,36,36,45,0,10,38,0,58,25,41,2,32,30,26,38,78,83,0,20,63,17,34,13,0,0,11,33,0,0,0,14,70,0,42,33,37,80,19,21,70,38,9,30,45,65,0,9,8,25,18,11,78,25,53,0,34,6,15,26,22,28,20,0,35,40,28,85,52,58,8,41,96,31,38,23,15,46,65,39,4,0,100,0,17,52,28,38,0,58,40,39,73,2,35,38,24,0,0,34,23,11,19,39,28,42,30,67,34,13,54,0,20,54,63,13,28,0,56,17,44,31,15,40,0,0,28,70,0,8,31,41,100,24,7,42,0,100,25,2,2,21,5,30,16,7,16,0,53,22,64,24,40,35,76,16,21,24,12,76,69,12,0,0,15,67,4,16,35,0,58,8,24,12,41,0,0,52,0,50,16,0,49,11,19,38,66,11,13,0,0,48,0,15,35,0,24,44,35,8,33,15,62,32,98,68,40,38,0,0,36,58,50,18,21,35,11,29,0,20,15,5,79,0,45,0,14,8,0,49,0,0,19,29,39,0,0,11,18,40,41,70,57,34,38,0,0,0,39,68,16,0,10,0,42,39,0,0,37,9,6,0,0,16
2020.3.1,24,43,43,9,56,30,26,100,27,0,0,81,44,0,24,24,35,53,16,23,7,44,15,42,0,28,29,47,20,23,0,52,0,17,29,2,0,50,4,32,14,29,13,72,31,29,25,6,100,27,39,0,0,4,17,0,22,44,42,0,33,12,28,39,31,0,8,0,45,78,0,45,0,29,30,0,43,24,54,6,21,54,26,33,85,62,0,18,31,24,59,15,51,0,0,24,0,12,0,23,71,35,49,66,37,49,6,16,100,50,0,40,41,36,27,100,13,44,17,0,57,21,50,24,44,10,7,0,48,23,24,0,44,50,44,34,51,27,39,35,58,44,48,40,23,23,7,51,4,0,12,44,6,39,24,0,0,51,43,47,64,4,63,56,32,0,19,17,9,26,25,25,7,60,80,84,31,12,27,35,41,65,0,18,64,36,83,17,43,77,29,14,15,0,34,72,38,13,15,50,61,0,6,35,0,58,20,1,10,24,10,0,0,0,18,44,18,22,84,0,67,33,50,16,26,34,16,38,52,23,0,0,40,71,4,24,81,58,45,31,72,16,41,36,0,19,0,50,32,36,41,16,0,80,67,18,18,10,0,8,49,7,23,0,24,31,0,21,30,16,59,32,32,23,36,0,0,0,0,26,25,80,0,59,32,50,0,100,9,4,35,23,80,0,11,15,25,41,0,23,21,30,29,0,0,13,19,54,41,0,63,0,26,13,0,35,66,0,24,0,7,0,21,59,43,16,37,17,4,0,51,0
2020.3.8,25,38,50,0,59,19,58,25,35,0,50,40,44,0,14,0,69,41,48,0,7,27,15,42,0,40,59,16,30,34,0,52,0,26,44,7,0,41,4,29,14,26,12,63,6,25,32,8,83,33,28,0,100,16,23,0,37,22,42,0,32,16,50,46,38,0,30,49,22,28,73,44,70,39,34,0,50,74,41,4,11,48,0,42,80,63,23,23,31,18,30,17,0,21,31,30,0,0,0,17,67,69,22,11,55,61,13,30,79,89,18,0,28,52,0,52,29,44,6,4,64,24,61,0,75,9,22,0,26,17,25,0,49,35,33,21,26,35,8,40,61,35,42,17,20,39,100,78,3,0,40,0,22,26,9,0,3,56,54,100,59,9,69,56,0,51,48,33,16,13,23,27,20,53,20,56,31,16,32,35,16,70,37,13,55,0,88,10,22,51,7,18,15,0,28,78,25,9,35,50,38,0,6,49,0,33,40,1,7,15,5,30,0,7,19,22,35,43,52,0,33,38,61,62,36,30,20,37,43,29,0,3,25,56,4,17,100,0,58,16,40,39,41,0,0,38,0,50,24,73,60,21,38,80,73,11,0,0,0,16,0,15,46,0,24,75,70,17,50,22,59,45,33,68,52,37,0,57,72,32,0,62,21,100,32,36,0,40,9,5,61,23,51,0,22,0,0,30,0,45,100,31,21,73,24,6,14,46,35,0,45,0,29,13,68,0,26,0,4,0,6,0,37,39,86,0,37,8,4,0,51,22
2020.3.15,16,32,59,0,46,15,38,0,26,18,25,0,12,0,33,35,34,41,47,22,39,20,0,41,0,55,58,15,39,0,0,54,0,17,57,2,0,32,6,26,33,20,12,63,6,41,32,4,75,45,40,30,0,20,11,0,27,64,32,31,40,17,16,53,41,0,37,24,22,49,35,44,0,9,52,0,56,48,18,6,26,46,0,30,62,53,0,12,30,22,21,10,0,0,10,35,36,0,0,15,72,34,37,22,45,47,19,100,69,38,13,19,32,35,26,13,29,20,6,6,77,22,50,47,46,9,7,26,64,27,22,0,61,51,32,66,25,26,23,33,39,38,41,22,20,34,49,0,3,15,57,43,11,25,9,37,3,27,75,89,57,2,54,0,31,100,28,33,13,9,20,22,0,44,59,41,24,9,42,34,32,52,12,15,54,0,58,20,42,56,14,23,15,39,30,77,49,14,45,55,15,0,7,34,0,56,29,1,4,16,5,29,0,0,13,0,43,64,52,0,55,26,23,31,35,23,31,74,34,28,75,5,32,48,4,24,38,57,44,23,27,43,40,0,0,32,0,24,39,36,31,17,0,27,54,11,65,0,23,47,24,4,23,0,0,49,34,20,23,20,51,37,47,67,43,0,4,75,35,30,0,52,60,64,17,32,0,19,8,9,0,0,75,0,16,15,48,35,0,0,24,38,52,0,23,6,14,37,66,0,22,33,43,13,0,0,51,0,12,0,13,0,39,38,42,0,0,100,8,0,0,11
2020.3.22,17,42,100,9,47,15,42,0,30,0,0,78,19,0,19,23,0,43,0,0,13,14,0,61,0,39,29,15,19,11,0,53,0,21,28,9,9,38,8,19,20,36,9,61,0,49,10,5,62,32,47,15,0,12,0,0,29,42,36,62,39,15,32,38,52,0,0,12,0,48,35,29,0,57,51,0,28,0,44,2,21,23,25,44,93,57,0,22,0,16,21,6,100,0,20,23,0,69,0,15,60,0,33,32,18,30,31,72,69,45,9,29,30,23,39,15,16,26,11,4,90,20,50,23,50,2,7,26,21,32,35,0,40,32,54,45,25,30,0,36,71,34,45,22,16,52,49,25,2,0,23,43,33,25,27,18,0,59,44,47,55,1,41,73,31,0,9,16,8,4,27,20,13,62,10,64,45,14,37,0,12,56,0,15,48,0,82,29,11,61,14,36,0,0,37,76,25,5,30,73,15,0,9,61,0,63,10,2,10,18,5,29,0,3,15,0,0,42,61,0,27,38,40,76,35,13,19,55,17,34,0,3,35,45,3,23,41,56,56,46,27,50,100,0,0,17,0,60,23,88,32,17,19,50,69,7,22,0,0,23,0,23,23,0,35,30,69,16,31,14,49,19,47,37,55,0,4,74,0,20,24,43,0,32,100,24,0,39,9,9,26,0,68,0,18,7,0,32,0,0,19,31,28,0,0,8,22,42,45,0,22,33,67,13,66,0,25,0,16,0,6,0,28,38,0,0,35,17,12,0,0,16
2020.3.29,16,32,93,9,74,11,40,0,69,14,0,78,93,0,14,23,34,45,0,0,0,21,43,20,66,39,72,46,39,22,72,41,72,21,28,7,14,60,4,20,20,19,11,66,25,70,29,4,97,36,44,30,33,0,22,0,25,42,100,0,33,18,16,45,37,37,22,12,22,28,35,15,69,47,59,41,14,47,31,16,10,12,25,37,90,60,0,78,45,16,41,2,0,21,41,18,36,23,0,100,61,68,33,32,54,53,6,58,70,35,9,19,26,16,0,13,16,24,6,13,80,20,57,0,75,6,14,26,46,18,38,0,34,25,38,62,25,69,60,47,80,21,50,11,24,34,21,50,2,15,23,0,39,0,32,37,0,45,39,49,74,4,41,36,31,0,56,33,8,15,20,26,100,29,29,65,27,14,16,0,8,56,49,18,60,0,71,16,0,100,21,38,15,0,27,76,24,13,50,67,0,0,5,68,0,7,24,2,10,21,7,0,0,3,10,43,69,32,21,0,49,37,42,61,70,39,23,74,42,17,0,3,50,34,3,22,64,0,100,23,55,27,40,34,0,32,0,0,23,0,31,22,0,41,60,27,30,5,0,23,24,8,68,0,23,24,34,16,29,30,51,13,32,59,47,37,4,37,0,36,24,43,20,23,69,28,0,58,9,9,60,11,37,0,11,0,48,30,0,11,20,33,35,0,0,15,22,37,82,0,38,100,57,25,0,0,38,0,20,0,9,38,36,0,41,31,36,17,10,0,25,21
2020.4.5,21,26,74,0,62,31,20,0,51,18,48,0,36,0,14,91,83,100,30,0,0,23,21,33,0,45,98,68,19,22,70,53,70,25,55,6,14,34,2,21,19,20,10,84,18,80,26,4,74,24,48,0,0,23,11,0,41,21,67,46,43,6,26,44,55,0,29,12,0,41,0,28,0,37,21,40,27,0,30,6,26,34,0,36,95,49,0,17,74,18,24,0,0,0,20,38,35,45,0,46,62,50,50,26,44,41,6,44,64,39,0,75,37,27,26,13,16,42,5,17,59,19,49,23,70,16,63,50,49,32,19,0,45,36,32,53,24,51,51,30,70,41,42,38,27,35,20,99,2,15,39,41,21,74,27,18,3,55,81,59,46,3,53,36,45,49,100,24,18,18,22,27,45,61,28,87,29,14,66,50,77,59,71,12,41,0,84,32,21,59,0,46,0,0,43,77,24,6,19,45,22,0,11,53,0,25,14,1,7,13,7,0,0,3,11,0,33,21,30,0,11,36,22,45,44,35,11,36,33,44,73,9,31,35,3,28,66,55,55,0,38,53,20,0,0,50,0,48,22,0,20,30,18,40,62,24,8,0,0,23,23,18,22,100,0,53,33,8,30,21,56,12,61,22,88,0,9,0,0,60,47,42,0,39,51,61,0,38,9,4,50,11,30,0,18,7,47,32,0,32,16,28,30,0,0,4,22,51,25,0,38,33,19,24,0,0,100,0,34,0,6,37,22,37,40,15,70,24,11,0,0,10
2020.4.12,18,67,74,8,93,23,43,24,30,0,49,0,43,0,47,0,33,73,15,0,13,14,28,27,0,11,0,38,38,33,0,49,0,33,0,6,36,38,4,18,26,22,14,57,12,56,40,4,57,38,48,0,97,8,0,0,26,41,58,31,40,14,43,55,85,0,36,12,22,20,0,100,0,27,43,0,69,23,56,100,20,17,0,34,88,44,0,21,30,14,44,6,49,0,30,16,0,11,0,29,70,50,43,21,26,64,12,35,67,44,4,38,25,50,0,10,8,41,8,8,80,19,65,0,64,4,42,25,54,23,19,0,55,18,10,49,37,30,22,25,79,50,47,11,23,37,0,0,2,15,33,42,33,49,22,0,0,46,68,49,66,4,46,36,38,49,74,16,19,20,9,24,20,54,29,80,53,11,41,0,31,49,72,15,38,0,79,48,10,76,14,29,28,38,36,75,48,4,24,63,29,0,11,54,0,42,19,2,10,28,4,28,0,3,7,0,59,0,30,0,48,32,47,0,44,32,30,0,33,27,0,3,24,36,3,21,33,55,31,15,69,30,19,0,0,30,0,59,45,35,49,18,19,54,57,13,25,0,0,46,0,16,33,0,23,36,0,20,29,13,45,24,31,58,31,36,17,37,0,100,24,42,19,17,51,21,0,19,7,5,67,33,43,0,23,11,24,35,0,54,13,36,10,0,46,8,48,70,41,0,27,32,24,12,0,0,50,0,19,0,6,0,15,73,0,0,0,20,9,0,0,0
2020.4.19,16,40,55,32,65,20,37,0,81,9,69,37,69,0,9,0,32,70,0,0,18,23,13,44,0,28,27,43,37,42,0,42,67,24,27,2,9,38,4,23,100,23,14,80,11,50,32,5,86,38,57,0,0,11,10,0,32,100,47,0,49,11,56,46,32,35,7,0,21,52,0,54,32,27,69,0,26,33,25,44,20,16,0,37,96,44,0,23,28,25,15,8,46,10,19,45,0,21,62,34,64,32,31,20,59,44,29,32,63,37,4,18,33,33,25,16,15,44,13,6,82,15,49,0,60,7,20,0,47,16,24,0,86,28,61,31,0,81,70,43,50,36,48,16,17,15,26,47,3,29,42,0,36,24,26,17,3,49,31,62,48,3,70,34,29,0,26,23,22,19,21,24,50,48,27,63,48,10,78,65,22,60,11,22,59,0,81,25,59,67,13,30,0,0,38,78,23,4,47,55,28,0,5,32,0,21,18,2,5,35,4,0,0,7,12,0,32,0,38,64,36,27,21,14,42,40,40,0,62,16,0,5,27,32,3,16,67,53,70,7,37,51,37,32,0,33,0,91,50,0,43,24,0,64,50,8,8,0,0,44,22,18,21,0,21,17,0,11,25,20,73,24,30,55,59,34,4,0,0,41,45,32,19,26,32,36,0,54,7,5,32,10,58,0,10,21,23,34,0,21,16,26,42,0,0,8,25,43,37,0,26,46,26,23,92,0,0,62,7,0,12,0,21,0,0,14,0,23,6,0,0,25